Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,NA_Share,EU_Share,JP_Share,User_Higher
The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,0.19,0.18,0.0,0.07,0.44,59.0,22.0,66.0,36.0,Etranges Libellules,E10+,2000,0.4318181818181818,0.40909090909090906,0.0,True
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003,Misc,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Samurai Warriors 3,Wii,2009,Action,Nintendo,0.09,0.02,0.32,0.01,0.44,55.0,26.0,72.0,22.0,Omega Force,T,2000,0.20454545454545453,0.045454545454545456,0.7272727272727273,True
Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,D3Publisher,0.25,0.14,0.0,0.04,0.44,65.0,5.0,40.0,6.0,Papaya Studios,E10+,2000,0.5681818181818182,0.31818181818181823,0.0,False
TimeSplitters 2,GC,2002,Shooter,Eidos Interactive,0.34,0.09,0.0,0.01,0.44,88.0,18.0,90.0,65.0,Free Radical Design,T,2000,0.7727272727272728,0.20454545454545453,0.0,True
Battlebots: Design & Destroy,GBA,2003,Action,Majesco Entertainment,0.31,0.12,0.0,0.01,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7045454545454546,0.2727272727272727,0.0,True
Robert Ludlum's The Bourne Conspiracy,X360,,Action,Vivendi Games,0.26,0.13,0.0,0.04,0.44,71.0,72.0,72.0,63.0,High Moon Studios,T,,0.5909090909090909,0.29545454545454547,0.0,True
Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,Nintendo,0.34,0.09,0.0,0.01,0.44,92.0,41.0,87.0,173.0,Silicon Knights,M,2000,0.7727272727272728,0.20454545454545453,0.0,False
Food Network: Cook or Be Cooked,Wii,2009,Misc,Namco Bandai Games,0.41,0.0,0.0,0.03,0.44,53.0,8.0,68.0,5.0,Red Fly Studio,E,2000,0.9318181818181818,0.0,0.0,True
Power Rangers: S.P.D.,GBA,2004,Action,THQ,0.31,0.12,0.0,0.01,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Natsume,E10+,2000,0.7045454545454546,0.2727272727272727,0.0,True
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0.0,0.06,0.44,75.0,24.0,87.0,33.0,CyberConnect2,T,2000,0.8181818181818181,0.022727272727272728,0.0,True
The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,82.0,63.0,81.0,196.0,Starbreeze,M,2000,0.8181818181818181,0.09090909090909091,0.022727272727272728,False
Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.38,0.02,0.0,0.03,0.44,70.0,14.0,28.0,40.0,Frontier Developments,E10+,2000,0.8636363636363636,0.045454545454545456,0.0,False
Jump Start Pet Rescue,Wii,2009,Misc,Knowledge Adventure,0.41,0.0,0.0,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.9318181818181818,0.0,0.0,True
SingStar Motown,PS2,2009,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.38,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.13636363636363635,0.0,True
Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0.12,0.0,0.04,0.44,84.0,81.0,77.0,95.0,Q Entertainment,E10+,2010,0.6363636363636365,0.2727272727272727,0.0,False
Neon Genesis Evangelion,SAT,1996,Adventure,Sega,0.0,0.0,0.44,0.0,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
Mobile Suit Gundam: One Year War,PS2,2005,Action,Namco Bandai Games,0.0,0.0,0.44,0.0,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.12,0.0,0.05,0.44,74.0,57.0,75.0,96.0,Beenox,T,2010,0.5909090909090909,0.2727272727272727,0.0,True
Tongari Boushi to Mahou no Otana,DS,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
NFL Blitz 20-03,PS2,2002,Sports,Midway Games,0.21,0.17,0.0,0.06,0.44,73.0,15.0,86.0,5.0,Point of View,E,2000,0.47727272727272724,0.3863636363636364,0.0,True
SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,0.36,0.01,0.0,0.06,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,THQ,E,2000,0.8181818181818181,0.022727272727272728,0.0,True
Eternal Sonata,PS3,2008,Role-Playing,Atari,0.19,0.12,0.07,0.05,0.44,80.0,34.0,78.0,117.0,Tri-Crescendo,T,2000,0.4318181818181818,0.2727272727272727,0.15909090909090912,False
SingStar Queen,PS3,2009,Misc,Sony Computer Entertainment,0.11,0.25,0.0,0.07,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.25,0.5681818181818182,0.0,True
Karaoke Revolution,Wii,2009,Misc,Konami Digital Entertainment,0.24,0.15,0.0,0.04,0.44,63.0,4.0,71.25046113306982,162.22990777338603,Blitz Games Studios,T,2000,0.5454545454545454,0.3409090909090909,0.0,True
Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,0.35,0.07,0.0,0.02,0.44,78.0,22.0,52.0,5.0,Secret Level,T,2000,0.7954545454545454,0.15909090909090912,0.0,False
Walk it Out!,Wii,2010,Sports,Konami Digital Entertainment,0.35,0.05,0.0,0.03,0.44,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.7954545454545454,0.11363636363636365,0.0,True
Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,58.0,9.0,86.0,18.0,Nintendo,E,2000,0.6046511627906977,0.23255813953488375,0.16279069767441862,True
Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0.0,0.0,0.03,0.43,60.0,4.0,60.0,8.0,Blue Tongue Entertainment,E,2000,0.930232558139535,0.0,0.0,False
Primal,PS2,2003,Action,Sony Computer Entertainment,0.21,0.17,0.0,0.06,0.43,73.0,36.0,86.0,53.0,SCEE,M,2000,0.4883720930232558,0.39534883720930236,0.0,True
Need for Speed: Shift 2 Unleashed,X360,2011,Racing,Electronic Arts,0.18,0.21,0.0,0.04,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.41860465116279066,0.4883720930232558,0.0,True
Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.05,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.4418604651162791,0.16279069767441862,0.27906976744186046,True
Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43,58.0,43.0,50.0,152.0,Team Ninja,M,2010,0.4418604651162791,0.20930232558139533,0.2558139534883721,False
Band Hero,DS,2009,Misc,Activision,0.2,0.19,0.0,0.04,0.43,65.0,18.0,70.0,4.0,Vicarious Visions,E10+,2000,0.4651162790697675,0.4418604651162791,0.0,True
Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0.0,0.01,0.43,72.0,8.0,82.0,13.0,Pocketeers,E,2000,0.7209302325581396,0.27906976744186046,0.0,True
Madden NFL 2002,N64,2001,Sports,Electronic Arts,0.41,0.02,0.0,0.0,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.9534883720930232,0.046511627906976744,0.0,True
007: Quantum of Solace,PS2,2008,Action,Activision,0.17,0.0,0.0,0.26,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.39534883720930236,0.0,0.0,True
Master of Illusion,DS,2006,Puzzle,Nintendo,0.16,0.0,0.26,0.01,0.43,69.0,20.0,71.25046113306982,162.22990777338603,Tenyo,E,2000,0.37209302325581395,0.0,0.6046511627906977,True
Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Runecraft,T,2000,0.5581395348837209,0.37209302325581395,0.0,True
SSX Tricky,XB,2001,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,88.0,22.0,85.0,11.0,EA Sports Big,E,2000,0.7441860465116279,0.20930232558139533,0.0,False
Flight Control Rocket,GBA,2005,Simulation,THQ,0.31,0.12,0.0,0.01,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7209302325581396,0.27906976744186046,0.0,True
Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,74.0,33.0,68.0,28.0,Hudson Soft,E,2010,0.4651162790697675,0.3023255813953489,0.13953488372093023,False
Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive,0.26,0.13,0.0,0.04,0.43,80.0,11.0,78.0,119.0,Gearbox Software,M,2010,0.6046511627906977,0.3023255813953489,0.0,False
Sleeping Dogs,PS4,2014,Action,Square Enix,0.16,0.2,0.0,0.07,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.37209302325581395,0.4651162790697675,0.0,True
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43,68.0,36.0,84.0,17.0,Traveller's Tales,T,2000,0.8372093023255813,0.023255813953488372,0.0,True
NiGHTS into dreams...,SAT,1996,Platform,Sega,0.0,0.0,0.43,0.0,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
Star Wars The Clone Wars: Republic Heroes,PS3,2009,Action,LucasArts,0.19,0.18,0.0,0.07,0.43,43.0,22.0,53.0,16.0,"LucasArts, Krome Studios",T,2000,0.4418604651162791,0.41860465116279066,0.0,True
NCAA Football 2004,XB,2003,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43,88.0,13.0,88.0,19.0,EA Sports,E,2000,0.930232558139535,0.046511627906976744,0.0,False
Bionicle,PS2,2003,Action,Electronic Arts,0.21,0.17,0.0,0.06,0.43,51.0,7.0,36.0,16.0,Argonaut Games,E,2000,0.4883720930232558,0.39534883720930236,0.0,False
Hyrule Warriors,3DS,2016,Action,Nintendo,0.17,0.13,0.11,0.03,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.39534883720930236,0.3023255813953489,0.2558139534883721,True
DanceStar Party,PS3,2011,Misc,Sony Computer Entertainment,0.0,0.34,0.0,0.1,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.7906976744186047,0.0,True
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73.0,26.0,75.0,100.0,CyberConnect2,T,2010,0.3488372093023256,0.32558139534883723,0.20930232558139533,True
Naughty Bear,PS3,2010,Action,505 Games,0.18,0.18,0.0,0.07,0.43,43.0,31.0,55.0,49.0,Artificial Mind and Movement,T,2010,0.41860465116279066,0.41860465116279066,0.0,True
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43,76.0,5.0,81.0,8.0,989 Sports,E,2000,0.5581395348837209,0.37209302325581395,0.0,True
Deadpool,X360,2013,Action,Activision,0.26,0.13,0.0,0.04,0.43,62.0,49.0,74.0,368.0,High Moon Studios,M,2010,0.6046511627906977,0.3023255813953489,0.0,True
Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43,74.0,25.0,71.0,36.0,TT Games,E10+,2010,0.5348837209302326,0.39534883720930236,0.0,False
MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.08,0.43,81.0,26.0,68.0,79.0,SCEA San Diego Studios,E,2010,0.813953488372093,0.0,0.0,False
Devil May Cry HD Collection,X360,2012,Action,Capcom,0.28,0.11,0.01,0.03,0.43,77.0,32.0,84.0,93.0,"Capcom, Pipeworks Software, Inc.",M,2010,0.6511627906976745,0.2558139534883721,0.023255813953488372,True
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43,45.0,31.0,70.0,148.0,"Idea Factory, Compile Heart",T,2010,0.5116279069767442,0.20930232558139533,0.16279069767441862,True
TimeSplitters,PS2,2000,Shooter,Eidos Interactive,0.21,0.17,0.0,0.06,0.43,81.0,23.0,80.0,40.0,Free Radical Design,T,2000,0.4883720930232558,0.39534883720930236,0.0,False
Barnstorming,2600,1981,Action,Activision,0.4,0.02,0.0,0.0,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1980,0.930232558139535,0.046511627906976744,0.0,True
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43,51.0,7.0,81.0,28.0,Kamui,T,2000,0.4883720930232558,0.39534883720930236,0.0,True
The Powerpuff Girls: Him and Seek,GBA,2002,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7209302325581396,0.2558139534883721,0.0,True
Mega Man Zero 2,GBA,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,81.0,17.0,86.0,18.0,Inti,E,2000,0.41860465116279066,0.16279069767441862,0.39534883720930236,True
My Spanish Coach,DS,2007,Misc,Ubisoft,0.4,0.0,0.0,0.03,0.43,73.0,7.0,71.25046113306982,162.22990777338603,"Ubisoft, Sensory Sweep",E,2000,0.930232558139535,0.0,0.0,False
Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
Payday 2,PS3,2013,Shooter,505 Games,0.22,0.14,0.0,0.08,0.43,74.0,12.0,62.0,181.0,Overkill Software,M,2010,0.5116279069767442,0.32558139534883723,0.0,False
WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.27,0.12,0.0,0.04,0.43,68.96767850559173,26.360820941378886,54.0,25.0,Yuke's,T,2010,0.627906976744186,0.27906976744186046,0.0,False
Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,Atari,0.19,0.09,0.08,0.07,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.4418604651162791,0.20930232558139533,0.18604651162790697,True
The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004,Misc,Unknown,0.31,0.11,0.0,0.01,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7209302325581396,0.2558139534883721,0.0,True
Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,0.37,0.0,0.0,0.06,0.43,68.96767850559173,26.360820941378886,87.0,63.0,BioWare,M,2010,0.8604651162790697,0.0,0.0,True
Ghostbusters: The Video Game,PS2,2009,Action,Atari,0.15,0.04,0.0,0.24,0.43,64.0,9.0,87.0,6.0,War Drum Studios,E10+,2000,0.3488372093023256,0.09302325581395349,0.0,True
Hunter: The Reckoning  Wayward,PS2,2003,Action,Interplay,0.21,0.16,0.0,0.06,0.43,68.0,27.0,88.0,16.0,High Voltage Software,M,2000,0.4883720930232558,0.37209302325581395,0.0,True
Mischief Makers,N64,1997,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.5813953488372093,0.13953488372093023,0.16279069767441862,True
WipEout 64,N64,1998,Racing,Midway Games,0.28,0.14,0.0,0.01,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.6511627906976745,0.32558139534883723,0.0,True
EyeToy: AntiGrav,PS2,2004,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43,71.0,38.0,78.0,5.0,Harmonix Music Systems,E,2000,0.8372093023255813,0.023255813953488372,0.0,True
Dora the Explorer: Dora Puppy,DS,2009,Misc,Take-Two Interactive,0.39,0.01,0.0,0.03,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.9069767441860466,0.023255813953488372,0.0,True
EverQuest Online Adventures,PS2,2003,Role-Playing,Sony Online Entertainment,0.21,0.16,0.0,0.05,0.43,74.0,22.0,82.0,33.0,Sony Online Entertainment,T,2000,0.4883720930232558,0.37209302325581395,0.0,True
OkamiDen,DS,2010,Adventure,Capcom,0.21,0.06,0.13,0.02,0.43,82.0,48.0,79.0,53.0,Capcom,E10+,2010,0.4883720930232558,0.13953488372093023,0.3023255813953489,False
Cool Boarders,PS,1996,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.23255813953488375,0.16279069767441862,0.5581395348837209,True
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43,47.0,14.0,60.0,24.0,TOYBOX,E10+,2010,0.5348837209302326,0.27906976744186046,0.09302325581395349,True
Just Dance 4,PS3,2012,Misc,Ubisoft,0.26,0.11,0.0,0.06,0.43,77.0,5.0,71.0,29.0,Ubisoft,E10+,2010,0.6046511627906977,0.2558139534883721,0.0,False
Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,71.0,12.0,88.0,23.0,Sunrise Interactive,T,2000,0.20930232558139533,0.16279069767441862,0.5813953488372093,True
Monopoly,PS2,2008,Misc,Electronic Arts,0.21,0.16,0.0,0.05,0.43,68.96767850559173,26.360820941378886,72.0,6.0,Electronic Arts,E,2000,0.4883720930232558,0.37209302325581395,0.0,True
TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.29,0.11,0.0,0.04,0.43,68.0,7.0,71.25046113306982,162.22990777338603,Hijinx Studios,E,2000,0.6744186046511628,0.2558139534883721,0.0,True
Dawn of Mana,PS2,2006,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43,57.0,27.0,68.0,11.0,Square Enix,T,2000,0.16279069767441862,0.11627906976744187,0.6744186046511628,True
Castlevania: Dawn of Sorrow,DS,2005,Platform,Konami Digital Entertainment,0.34,0.03,0.03,0.03,0.43,89.0,52.0,85.0,171.0,Konami,T,2000,0.7906976744186047,0.06976744186046512,0.06976744186046512,False
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.16,0.22,0.0,0.05,0.43,87.0,30.0,76.0,2202.0,Rockstar Studios,M,2010,0.37209302325581395,0.5116279069767442,0.0,False
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.25,0.14,0.0,0.04,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Game Machine Studios,E,2010,0.5813953488372093,0.32558139534883723,0.0,True
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66.0,27.0,78.0,25.0,Alfa System,T,2000,0.39534883720930236,0.023255813953488372,0.5348837209302326,True
Petz Bunnyz,DS,2008,Simulation,Ubisoft,0.39,0.01,0.0,0.03,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Digital Kids,E,2000,0.9069767441860466,0.023255813953488372,0.0,True
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.17,0.0,0.07,0.43,64.0,49.0,69.0,117.0,Obsidian Entertainment,M,2010,0.4418604651162791,0.39534883720930236,0.0,True
Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.1,0.25,0.02,0.06,0.43,76.0,54.0,80.0,267.0,MachineGames,Unknown,2010,0.23255813953488375,0.5813953488372093,0.046511627906976744,True
Deer Drive,DS,2010,Sports,Mastiff,0.4,0.0,0.0,0.02,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Mastiff,T,2010,0.930232558139535,0.0,0.0,True
Petz: Horsez 2,DS,2007,Simulation,Ubisoft,0.39,0.0,0.0,0.03,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Virtual Toys,E,2000,0.9069767441860466,0.0,0.0,True
Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.2,0.0,0.04,0.43,90.0,35.0,82.0,217.0,Ubisoft Montpellier,E10+,2010,0.4418604651162791,0.4651162790697675,0.0,False
Madden NFL 2003,GC,2002,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.43,92.0,13.0,85.0,17.0,EA Sports,E,2000,0.7674418604651163,0.20930232558139533,0.0,False
Backyard Baseball,GBA,2002,Sports,Atari,0.31,0.11,0.0,0.01,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7209302325581396,0.2558139534883721,0.0,True
Midway Arcade Treasures,XB,2003,Misc,Midway Games,0.33,0.08,0.0,0.01,0.43,74.0,22.0,71.25046113306982,162.22990777338603,Midway,T,2000,0.7674418604651163,0.18604651162790697,0.0,False
Disney Sing It,X360,2008,Misc,Disney Interactive Studios,0.39,0.01,0.0,0.03,0.43,53.0,10.0,52.0,6.0,Zoe Mode,E,2000,0.9069767441860466,0.023255813953488372,0.0,False
Remington Great American Bird Hunt,Wii,2009,Sports,Mastiff,0.4,0.0,0.0,0.03,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Kouyousha,T,2000,0.930232558139535,0.0,0.0,True
Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,0.02,0.36,0.0,0.05,0.43,80.0,28.0,76.0,95.0,Microsoft Game Studios,E,2000,0.046511627906976744,0.8372093023255813,0.0,False
Bakugan: Battle Brawlers,PS2,2009,Action,Activision,0.21,0.16,0.0,0.05,0.43,68.96767850559173,26.360820941378886,57.0,7.0,Now Production,E,2000,0.4883720930232558,0.37209302325581395,0.0,False
NHL FaceOff 99,PS,1997,Sports,989 Studios,0.24,0.16,0.0,0.03,0.43,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.5581395348837209,0.37209302325581395,0.0,True
SEGA Classics Collection,PS2,2005,Misc,Sega,0.21,0.16,0.0,0.05,0.43,46.0,18.0,67.0,6.0,Sega,T,2000,0.4883720930232558,0.37209302325581395,0.0,True
Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.35,0.05,0.0,0.03,0.43,70.0,13.0,66.0,16.0,Radical Entertainment,E10+,2000,0.813953488372093,0.11627906976744187,0.0,False
Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42,56.0,23.0,65.0,13.0,Aspect,E10+,2000,0.9285714285714286,0.0,0.0,True
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,0.0,0.0,0.42,0.0,0.42,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,0.0,0.0,0.42,0.0,0.42,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
NBA Street,GC,2002,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.42,88.0,15.0,86.0,7.0,EA Sports,E,2000,0.7857142857142858,0.21428571428571427,0.0,False
