Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,NA_Share,EU_Share,JP_Share,User_Higher
Zombie Army Trilogy,PS4,2015,Shooter,Rebellion Developments,0.05,0.12,0.0,0.03,0.2,62.0,26.0,68.0,88.0,Rebellion,Unknown,2010,0.25,0.6,0.0,True
CSI: Deadly Intent,X360,2009,Adventure,Ubisoft,0.1,0.08,0.0,0.02,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.5,0.39999999999999997,0.0,True
MLB SlugFest 20-03,XB,2002,Sports,Midway Games,0.15,0.04,0.0,0.01,0.2,79.0,9.0,78.0,5.0,Gratuitous Games,E,2000,0.7499999999999999,0.19999999999999998,0.0,False
Samurai Spirits (CD),NG,1994,Fighting,SNK,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,63.0,37.0,73.0,16.0,"SCEA, Think and Feel",T,2000,0.8999999999999999,0.0,0.0,True
Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0.0,0.03,0.2,70.0,34.0,89.0,12.0,Edge of Reality,E,2000,0.5,0.39999999999999997,0.0,True
From TV Animation One Piece: Grand Battle! 3,GC,2003,Fighting,Namco Bandai Games,0.0,0.0,0.2,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.01,0.0,0.02,0.2,70.0,6.0,75.0,15.0,Exient Entertainment,E,2000,0.85,0.049999999999999996,0.0,True
Deal or No Deal: The Banker is Back!,DS,2008,Misc,Mindscape,0.0,0.2,0.0,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,1.0,0.0,True
Rocket Power: Zero Gravity Zone,GBA,2003,Sports,THQ,0.14,0.05,0.0,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7000000000000001,0.25,0.0,True
Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0.0,0.02,0.2,64.0,23.0,59.0,40.0,From Software,T,2000,0.85,0.049999999999999996,0.0,False
Le Mans 24 Hours,PS2,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2,75.0,19.0,76.0,9.0,Atari,E,2000,0.44999999999999996,0.35000000000000003,0.09999999999999999,True
WipeOut 3 The Game,3DS,2012,Action,Activision,0.18,0.0,0.0,0.02,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.8999999999999999,0.0,0.0,True
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.2,53.0,44.0,75.0,80.0,Nippon Ichi Software,T,2010,0.35000000000000003,0.09999999999999999,0.5,True
ESPN MLB Baseball,PS2,2004,Sports,Sega,0.1,0.08,0.0,0.03,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.5,0.39999999999999997,0.0,True
All Star Pro-Wrestling,PS2,2000,Fighting,SquareSoft,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,0.19,0.0,0.0,0.02,0.2,57.0,16.0,62.0,10.0,Bec,E,2000,0.95,0.0,0.0,True
Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.14,0.05,0.0,0.0,0.2,82.0,8.0,92.0,40.0,TOSE,E,2000,0.7000000000000001,0.25,0.0,True
The Fairly Odd Parents: Shadow Showdown,GC,2004,Platform,THQ,0.16,0.04,0.0,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.19999999999999998,0.0,True
Story of Seasons: Good Friends of the Three Villages,3DS,2016,Simulation,Marvelous Interactive,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,1996,Shooter,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
Jillian Michaels' Fitness Adventure,X360,2011,Misc,505 Games,0.17,0.02,0.0,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,"MicroProse, n-Space",E,2010,0.85,0.09999999999999999,0.0,True
Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012,Action,Sega,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
X2: Wolverine's Revenge,GBA,2003,Platform,Activision,0.14,0.05,0.0,0.0,0.2,72.0,8.0,72.0,5.0,Vicarious Visions,E,2000,0.7000000000000001,0.25,0.0,False
NBA 2K2,XB,2002,Sports,Sega,0.15,0.04,0.0,0.01,0.2,90.0,17.0,76.0,5.0,Visual Concepts,E,2000,0.7499999999999999,0.19999999999999998,0.0,False
Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2,67.0,38.0,76.0,73.0,Studio Saizensen,T,2010,0.7999999999999999,0.0,0.15,True
Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,72.0,13.0,63.0,9.0,Visual Concepts,E,2010,0.7499999999999999,0.15,0.0,False
7th Dragon 2020,PSP,2011,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Cars,XB,2006,Racing,THQ,0.15,0.04,0.0,0.01,0.2,70.0,22.0,71.25046113306982,162.22990777338603,Rainbow Studios,E,2000,0.7499999999999999,0.19999999999999998,0.0,True
Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,Misc,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Spy Hunter,GC,2002,Racing,Midway Games,0.16,0.04,0.0,0.01,0.2,71.0,16.0,71.25046113306982,162.22990777338603,Point of View,T,2000,0.7999999999999999,0.19999999999999998,0.0,True
We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,0.0,0.18,0.0,0.03,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.8999999999999999,0.0,True
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,52.0,27.0,70.0,48.0,Ubisoft Annecy,M,2000,0.7999999999999999,0.09999999999999999,0.049999999999999996,True
Planet 51,Wii,2009,Action,Sega,0.17,0.01,0.0,0.02,0.2,53.0,6.0,58.0,4.0,Pyro Studios,E,2000,0.85,0.049999999999999996,0.0,True
Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.2,51.0,32.0,53.0,7.0,WideScreen Games,M,2000,0.5,0.39999999999999997,0.0,True
Super Dodge Ball Advance,GBA,2001,Sports,Ubisoft,0.14,0.05,0.0,0.0,0.2,79.0,11.0,71.25046113306982,162.22990777338603,Atlus Co.,E,2000,0.7000000000000001,0.25,0.0,False
FIFA 16,PC,2015,Sports,Electronic Arts,0.06,0.13,0.0,0.01,0.2,81.0,10.0,44.0,296.0,EA Sports,E,2010,0.3,0.65,0.0,False
Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.07,0.0,0.02,0.2,68.96767850559173,26.360820941378886,64.0,7.0,WayForward,E10+,2010,0.5499999999999999,0.35000000000000003,0.0,False
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.3,0.19999999999999998,0.44999999999999996,True
The Heavy Rain and Beyond: Two Souls Collection,PS4,2016,Action,Sony Computer Entertainment,0.0,0.17,0.0,0.03,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.85,0.0,True
NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0.0,0.02,0.2,36.0,14.0,31.0,88.0,EA Sports,E,2010,0.7999999999999999,0.09999999999999999,0.0,False
Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.09,0.01,0.03,0.2,36.0,45.0,37.0,21.0,SCE Japan Studio,E10+,2010,0.3,0.44999999999999996,0.049999999999999996,True
MDK,PS,1997,Shooter,Interplay,0.11,0.08,0.0,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.5499999999999999,0.39999999999999997,0.0,True
DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.07,0.0,0.02,0.2,63.0,33.0,72.0,19.0,Gaming Minds Studios,T,2010,0.5499999999999999,0.35000000000000003,0.0,True
Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,0.11,0.07,0.0,0.02,0.2,73.0,8.0,73.0,29.0,Dimps Corporation,T,2010,0.5499999999999999,0.35000000000000003,0.0,False
WRC: FIA World Rally Championship,PS3,,Racing,Black Bean Games,0.0,0.14,0.01,0.04,0.2,68.0,24.0,45.0,4.0,Milestone S.r.l,Unknown,,0.0,0.7000000000000001,0.049999999999999996,False
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.07,0.04,0.07,0.02,0.2,87.0,49.0,82.0,178.0,Vanillaware,T,2010,0.35000000000000003,0.19999999999999998,0.35000000000000003,False
"Ni Hao, Kai-lan: New Year's Celebration",DS,2009,Misc,Take-Two Interactive,0.19,0.0,0.0,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Take-Two Interactive,EC,2000,0.95,0.0,0.0,True
Rock Band Track Pack: Classic Rock,PS2,2009,Misc,MTV Games,0.1,0.08,0.0,0.03,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Harmonix Music Systems,T,2000,0.5,0.39999999999999997,0.0,True
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0.0,0.01,0.2,70.0,20.0,86.0,11.0,Krome Studios,E,2000,0.7499999999999999,0.19999999999999998,0.0,True
Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2,57.0,33.0,48.0,4.0,Namco Bandai Games,E,2010,0.5,0.39999999999999997,0.0,False
Speed Punks,PS,1998,Racing,Sony Computer Entertainment,0.11,0.08,0.0,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.5499999999999999,0.39999999999999997,0.0,True
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.12,0.03,0.03,0.02,0.2,65.0,25.0,73.0,15.0,Media Vision,E10+,2000,0.6,0.15,0.15,True
The Legend of Heroes VII: The Trail of Blue,PSP,2011,Role-Playing,Falcom Corporation,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
High School Musical 3: Senior Year DANCE!,X360,2008,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.02,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.8999999999999999,0.0,0.0,True
Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2,62.0,13.0,66.0,10.0,"Omega Force, Koei Canada",T,2000,0.09999999999999999,0.0,0.8999999999999999,True
MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,82.0,18.0,90.0,9.0,EA Sports,E,2000,0.7499999999999999,0.19999999999999998,0.0,True
Monster Jam,X360,2007,Racing,Activision,0.18,0.0,0.0,0.02,0.2,43.0,9.0,64.0,5.0,Torus Games,E,2000,0.8999999999999999,0.0,0.0,True
Infinite Space,DS,2009,Role-Playing,Sega,0.06,0.05,0.07,0.01,0.2,75.0,46.0,90.0,61.0,PlatinumGames,T,2000,0.3,0.25,0.35000000000000003,True
NCAA Final Four 2004,PS2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0.0,0.03,0.2,45.0,16.0,71.25046113306982,162.22990777338603,989 Sports,E,2000,0.5,0.39999999999999997,0.0,True
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,72.0,31.0,60.0,6.0,Traveller's Tales,T,2000,0.7499999999999999,0.19999999999999998,0.0,False
Body Harvest,N64,1998,Shooter,Gremlin Interactive Ltd,0.16,0.04,0.0,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.7999999999999999,0.19999999999999998,0.0,True
San Francisco Rush 2049,N64,2000,Racing,Midway Games,0.16,0.04,0.0,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.19999999999999998,0.0,True
Super Robot Taisen 64,N64,1999,Strategy,Banpresto,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
Snowboard Kids,N64,1996,Sports,Atlus,0.16,0.04,0.0,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.7999999999999999,0.19999999999999998,0.0,True
Tigger's Honey Hunt,N64,2000,Platform,Ubisoft,0.16,0.04,0.0,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.19999999999999998,0.0,True
Famista 64,N64,,Sports,Namco Bandai Games,0.0,0.0,0.17,0.03,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,,0.0,0.0,0.85,True
Roadsters 99,N64,1999,Racing,Titus,0.06,0.13,0.0,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.3,0.65,0.0,True
Magical Tetris Challenge,N64,1997,Puzzle,Activision,0.13,0.02,0.05,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.65,0.09999999999999999,0.25,True
Twisted Edge Extreme Snowboarding,N64,1998,Sports,Kemco,0.16,0.04,0.0,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.7999999999999999,0.19999999999999998,0.0,True
Disney's Tarzan,N64,2000,Platform,Activision,0.16,0.04,0.0,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.19999999999999998,0.0,True
South Park Rally,N64,2000,Racing,Acclaim Entertainment,0.16,0.04,0.0,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.7999999999999999,0.19999999999999998,0.0,True
NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,68.0,24.0,70.0,5.0,SCEA,E,2000,0.8999999999999999,0.0,0.0,True
Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0.0,0.02,0.2,76.0,31.0,65.0,315.0,Reality Pump,M,2010,0.44999999999999996,0.44999999999999996,0.0,False
IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,0.15,0.04,0.0,0.01,0.2,40.0,5.0,74.0,7.0,Bethesda Softworks,E,2000,0.7499999999999999,0.19999999999999998,0.0,True
Shining Hearts,PSP,2010,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.12,0.01,0.2,86.0,12.0,77.0,128.0,Falcom,T,2010,0.25,0.09999999999999999,0.6,False
Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0.0,0.02,0.2,60.0,34.0,71.0,52.0,"Mercury Steam, Alchemic Productions",M,2000,0.85,0.049999999999999996,0.0,True
Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.07,0.05,0.01,0.2,64.0,42.0,59.0,39.0,Arika,T,2010,0.3,0.35000000000000003,0.25,False
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0.0,0.02,0.2,65.0,7.0,67.0,9.0,n-Space,E10+,2000,0.7999999999999999,0.15,0.0,True
Treasure World,DS,2009,Simulation,Aspyr,0.18,0.0,0.0,0.01,0.2,68.0,14.0,71.25046113306982,162.22990777338603,Aspyr,E,2000,0.8999999999999999,0.0,0.0,True
SingStar: Back to the 80s,PS3,2011,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.04,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.7999999999999999,0.0,True
Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002,Misc,Sammy Corporation,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Ford Racing Off Road,PS2,2008,Racing,Xplosiv,0.1,0.08,0.0,0.03,0.2,37.0,5.0,71.25046113306982,162.22990777338603,Razorworks Studios,E,2000,0.5,0.39999999999999997,0.0,True
Namco Museum: 50th Anniversary,GBA,2005,Misc,Namco Bandai Games,0.14,0.05,0.0,0.0,0.2,60.0,7.0,71.25046113306982,162.22990777338603,Backbone Vancouver,E,2000,0.7000000000000001,0.25,0.0,True
Nobunaga no Yabou: Reppuuden,PS,1999,Strategy,Tecmo Koei,0.0,0.0,0.19,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,0.95,True
The BIGS 2,PS2,2009,Sports,Take-Two Interactive,0.1,0.08,0.0,0.03,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Blue Castle Games,E10+,2000,0.5,0.39999999999999997,0.0,True
Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2,58.0,52.0,61.0,24.0,Double Helix Games,T,2010,0.5,0.35000000000000003,0.09999999999999999,True
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,2009,Adventure,GSP,0.11,0.07,0.0,0.02,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.5499999999999999,0.35000000000000003,0.0,True
Mat Hoffman's Pro BMX 2,XB,2002,Sports,Activision,0.15,0.04,0.0,0.01,0.2,75.0,16.0,71.25046113306982,162.22990777338603,Rainbow Studios,T,2000,0.7499999999999999,0.19999999999999998,0.0,False
Treasure Hunter G,SNES,1996,Role-Playing,SquareSoft,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
Ashes Cricket 2009,X360,2009,Sports,Codemasters,0.0,0.19,0.0,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.95,0.0,True
From Russia With Love,XB,2005,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,71.0,34.0,88.0,12.0,Electronic Arts,T,2000,0.7499999999999999,0.19999999999999998,0.0,True
Sleeping Dogs,XOne,2014,Action,Square Enix,0.1,0.09,0.0,0.02,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.5,0.44999999999999996,0.0,True
Wing Arms,SAT,1994,Shooter,Sega,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
Press Your Luck 2010 Edition,DS,2009,Misc,Ubisoft,0.18,0.0,0.0,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Ludia Inc.,E,2000,0.8999999999999999,0.0,0.0,True
Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.06,0.0,0.03,0.2,66.0,17.0,61.0,12.0,Gaijin Entertainment,T,2010,0.5499999999999999,0.3,0.0,False
Pro Yaky? Spirits 2013,PS3,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
Cabela's North American Adventures,Wii,2010,Sports,Activision,0.19,0.0,0.0,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,FUN Labs,T,2010,0.95,0.0,0.0,True
Wizards of Waverly Place: Spellbound,DS,2010,Misc,Disney Interactive Studios,0.16,0.03,0.0,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Disney Interactive Studios,E,2010,0.7999999999999999,0.15,0.0,True
Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0.0,0.02,0.2,75.0,40.0,79.0,1295.0,Techland,M,2010,0.6,0.3,0.0,True
Cabela's Big Game Hunter (2008),PS2,2007,Sports,Activision Value,0.1,0.08,0.0,0.03,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Activision,T,2000,0.5,0.39999999999999997,0.0,True
The Cheetah Girls: Passport to Stardom,DS,2008,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Handheld Games,E,2000,0.8999999999999999,0.0,0.0,True
Grandia II,DC,2000,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,0.2,90.0,17.0,88.0,57.0,Game Arts,T,2000,0.0,0.0,1.0,False
Namco Museum Vol.4,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.09999999999999999,0.049999999999999996,0.7999999999999999,True
Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,74.0,65.0,71.0,28.0,Namco,E,2000,0.5,0.09999999999999999,0.35000000000000003,False
Shark Tale,XB,2004,Action,Activision,0.15,0.04,0.0,0.01,0.2,67.0,28.0,71.25046113306982,162.22990777338603,Edge of Reality,E,2000,0.7499999999999999,0.19999999999999998,0.0,True
NFL Street 2,GC,2004,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,77.0,24.0,71.25046113306982,162.22990777338603,EA Tiburon,E,2000,0.7499999999999999,0.19999999999999998,0.0,False
Pro Yaky? Spirits 2013,PSP,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
My Secret World by Imagine,DS,2008,Misc,Ubisoft,0.0,0.2,0.0,0.0,0.2,68.96767850559173,26.360820941378886,88.0,5.0,Ubisoft,E,2000,0.0,1.0,0.0,True
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,53.0,20.0,70.0,10.0,KCE Studios,E10+,2000,0.5,0.39999999999999997,0.0,True
Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.2,75.0,21.0,88.0,20.0,High Voltage Software,M,2010,0.7000000000000001,0.15,0.049999999999999996,True
Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0.0,0.01,0.01,0.2,71.0,7.0,70.0,35.0,Compile Heart,T,2000,0.8999999999999999,0.0,0.049999999999999996,False
Gladius,PS2,2003,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,78.0,27.0,80.0,22.0,LucasArts,T,2000,0.5,0.39999999999999997,0.0,True
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63.0,28.0,70.0,24.0,Vicious Cycle,T,2010,0.3,0.19999999999999998,0.39999999999999997,True
Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,76.0,18.0,82.0,6.0,"Z-Axis, Ltd.",T,2000,0.7499999999999999,0.19999999999999998,0.0,True
Pro Yaky? Spirits 2012,PSP,2012,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.0,0.0,1.0,True
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,0.15,0.04,0.0,0.01,0.2,66.0,4.0,83.0,10.0,Big Sky Software,E,2000,0.7499999999999999,0.19999999999999998,0.0,True
Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.0,0.0,1.0,True
Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,77.0,35.0,81.0,8.0,Namco,E,2000,0.5,0.39999999999999997,0.0,True
Bust-A-Move 2 Arcade Edition,PS,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.5499999999999999,0.35000000000000003,0.0,True
Tetris Worlds (Online Edition),XB,2003,Puzzle,THQ,0.15,0.04,0.0,0.01,0.2,62.0,13.0,71.25046113306982,162.22990777338603,Radical Entertainment,E,2000,0.7499999999999999,0.19999999999999998,0.0,True
Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,Sega,0.07,0.1,0.0,0.02,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.35000000000000003,0.5,0.0,True
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.07,0.09,0.0,0.03,0.2,49.0,34.0,64.0,61.0,Ubisoft,T,2010,0.35000000000000003,0.44999999999999996,0.0,True
Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0.0,0.03,0.2,71.0,40.0,68.0,18.0,Stormfront Studios,T,2000,0.5,0.39999999999999997,0.0,False
Super Baseball Simulator 1.000,SNES,1991,Sports,Culture Brain,0.0,0.0,0.2,0.0,0.2,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.0,0.0,1.0,True
